Sentences,class
කුරුල්ලෝ කෑම සොයති.,correct
ළමයා පොතක් කියවයි.,correct
සුළඟ තදින් හමයි,correct
හාවා කූඩුවෙන් පැන ගියේය.,correct
අහස වලාකුලින් වැසී තිබේ.,correct
මිනිස්සු මල් පුජා කෙරෙති.,correct
ගංගාව සෙමින් ගල බසින්නේය.,correct
ගොනා වත්තේ තණකොළ කයි.,correct
පාර අයිනේ ගසක් ඇත.,correct
වෙළෙන්දියක් පාරෙහි ගමන් කරයි.,correct
ගගෙහි ඔරුවක් පාවෙයි.,correct
මිනිහා සරමක් ඇද සිටියි.,correct
මිත්‍රයා මා බලන්නට පැමිණියේය.,correct
සුර්යයා ආකාශයේ බබළයි.,correct
අපේ පාසල ළග පොකුණක් ඇත.,correct
නගරයේ ධනවත් මිනිසෙක් සිටියේය.,correct
එක් ගොවිපොලක කොටළුවෙක් වෙසෙයි.,correct
කුකුළා උදෑසනම වේගයෙන් හඩලයි.,correct
කුරුල්ලෝ ආහාර සොයා පියබති.,correct
ළමයි සින්දු කීවෝය.,correct
ඔවුහු සතුටට පත්වුහ.,correct
ඔටුවෝ කාන්තාරවල ගමන් කරන්නෝය.,correct
මාළුවෝ ගගෙහි ජලයේ පිනති.,correct
හිවල්ලු රාත්‍රියට හූ කියති.,correct
මත්ස්‍යයෝ ජලයෙහි ජිවත් වෙති.,correct
යෝදයෝ සතුරන් මරා දමති.,correct
පක්ෂීහු අහසෙහි පියාසර කරති.,correct
වැද්දෝ දුනු හී ගෙන දඩයමට යති.,correct
ඔහු ගස් කපන්නේය.,correct
ඔහු ගස් කපයි.,correct
ගොවියා නගුල ගෙනෙයි.,correct
හිවල්ලු රාත්‍රියට හූ කියති.,correct
මත්ස්‍යයෝ ජලයෙහි ජිවත් වෙති.,correct
යෝදයෝ සතුරන් මරා දමති.,correct
පක්ෂීහු අහසෙහි පියාසර කරති.,correct
වැද්දෝ දුනු හී ගෙන දඩයමට යති.,correct
ඔහු ගස් කපන්නේය.,correct
ඔහු ගස් කපයි.,correct
ගොවියා නගුල ගෙනෙයි.,correct
වඩුවා නිවසේ වහලය සැදුවේය.,correct
හිගන්නා අම්බලමේ නිදයි.,correct
වෙළෙන්දා ළමයාට පොත වික්කේය.,correct
මිනිස්සු රෙදි සෝදති.,correct
තරුණයෝ කවි කියන්නෝය.,correct
වදුරෝ ගස්වලට නැග්ගෝය.,correct
ළමයි කෙකිවලින් මල් නෙළති.,correct
යුද්ධ භටයෝ සතුරන් සමග යුධ වැදුනෝය.,correct
කුරුල්ලා අහසේ ඉගිළුණේය.,correct
කිරිල්ල අහසේ ඉගිළුණාය.,correct
ගස සුළගට ඉදිරුනේය.,correct
ඔහු මා හමුවීමට ආවේය.,correct
නයා තුඹස ඇතුළට වැදුණේය.,correct
වනයෙහි අලියා වාසය කරන්නේය.,correct
ඔහු බොරු කියමින් රැවටුවේය.,correct
ඔහු බණ අසන්නට යන්නේය.,correct
මැහැල්ල දර කඩන්නට ගියාය.,correct
කෙවිලිය පැටවුන්ට අහාර කැව්වාය.,correct
ගම හාමිනේ පැදුරක් විව්වාය.,correct
ගුරුතුමිය අපට කවියක් කීවාය.,correct
නංගි කවදාවත් බොරු නොකිව්වාය.,correct
අතීතයේ රාම නම් කුමාරයෙක් සිටියේය.,correct
මව තම පුතු නළවයි.,correct
ළදරුවා බඩගින්නෙන් හඩයි.,correct
වලහා නපුරු සතෙකි.,correct
පහන සුළගට නිවී ගියේය.,correct
ළමයා පොතක් කියවයි.,correct
ළමයා මල් නෙළයි.,correct
මොණරා වැස්සට පෙර නටයි.,correct
මහල්ලා කැද ඉල්ලයි.,correct
ගොවියා එළවළු වවති.,correct
රියදුරා රථය වේගයෙන් පැදවීය.,correct
මම හිගන්නට සතයක් දුන්නෙමි.,correct
කුඩා දරුවා රබානක් ගසයි.,correct
අම්මා රෙදි සෝදයි.,correct
බල්ලෝ හාවෝ අල්ලති.,correct
හෙතෙම මට තෑග්ගක් දුන්නේය.,correct
යහපත් අය සැමට උපකාර කරති.,correct
ඔවුන්ට ගුරුවරු දඩුවම් කරති.,correct
දෙමාපියෝ දරුවන්ට අවවාද දෙති.,correct
අපි ලියුම්වලට පිළිතුරු යවමු.,correct
ඔහු ගුරුවරයාට ආචාර කළේය.,correct
මහලු මිනිස්සු උණු පැන් බොති.,correct
තවුසා සිල් රකියි.,correct
කුකුලා ගසට නගියි.,correct
රජතුමා සියසුනෙහි හිදියි.,correct
නුග ගස කඩා වැටුණේය.,correct
බෙර හඬ ඉතා දැඩි විය.,correct
අම්මා මිදුල ලස්සනට අතුගායි.,correct
නගරයේ මධ්‍යයෙහි උද්‍යානයක් තිබුණේය.,correct
රජතුමා රාජ්‍යයෙහි තොරතුරු විචාළේය.,correct
වැද්දා දුන්නෙන් සතුන් මරයි.,correct
මිනිස්සු පොරොවෙන් ගස් කපති.,correct
ගෑනු කුල්ලෙන් වී පොළති.,correct
අශ්වයා වේගයෙන් පථයේ දුවයි.,correct
බල්ලාගේ කරෙහි පටියක් තිබේ.,correct
මට ඊයේ ලියුමක් ලැබුණේය.,correct
මුහුදෙහි නැවක් ගමන් කරයි.,correct
ගසට යටවී ගෙය කැඩී ගියේය.,correct
සිංහයෝ තණකොළ නොකති.,correct
සතුරා බියෙන් පලා ගියේය.,correct
නාගයා තුඹසට ගියේය.,correct
අලි ගසේ ගෙඩි කඩති.,correct
ළමයි ගඟේ ක්‍රීඩා කළහ.,correct
මිනිස්සු ගොනුන් නාවති.,correct
සියා අපට විහිළුවක් කළේය.,correct
වදුරන්ගේ ගස කඩා වැටුණේය.,correct
ළමයි විලේ මල් කැඩුහ.,correct
අපි තවුසන් බලන්නට ගියෙමු.,correct
උපාසකයා උදැසනම පන්සලට ගියේය.,correct
ගොවීහු කන්නයේදී කුඹුරු වැපුරුහ.,correct
ලේනා අඹ කඩා කති.,correct
වැද්දෝ සතුන් මරා ජීවත්වෙති.,correct
කිකිළි පැටවුන්ට ආහාර සොයයි.,correct
දරුවෝ මිදුලේ සෙල්ලම් කරති.,correct
පියා තම දරුවන් කැඳවයි.,correct
අපි දරුවන්ගේ ගී අසමු.,correct
හිගන්නෝ වැස්සට අම්බලමේ නිඳති.,correct
වැද්දා කැලයේ මුවන් මරයි.,correct
අපි ළමයින් කඩන මල් බලමු.,correct
පොලිස් භටයා සොරුන් ඇල්ලුවේය.,correct
ගොවීහු ගොයම් කපන්නට ගියෝය.,correct
ළමයි ගී කියමින් නටයි.,correct
බමුණා මලින් දෙවියන් පුදන්නේය.,correct
මම මිතුරා එනතුරු බලා සිටියෙමි.,correct
කුරුල්ලා සිටින ගස කඩාවැටුණේය.,correct
ගොවියා ගවයින් යොදාගෙන සීසායි.,correct
ළමයින් කැඩූ මල් පරවෙයි.,correct
කුඩා ළමයි ඔන්චිලි පදිති.,correct
ලේනා ඉදුණු අඹ කයි.,correct
ගොවියා කුඹුරේදී මුවෙකු දුටුවේය.,correct
මෝඩ මිනිස්සු පව් කරති.,correct
ලෙඩා හුළු කැඳ බොයි.,correct
මිනිසා ගසේ ගෙඩි කැඩුවේය.,correct
උපාසකයා නිවුණු පහන් දල්වයි.,correct
බල්ලා සොරුන් දැක බිරුවේය.,correct
ගඟ මුහුදට ගලා බසීයි.,correct
මම විහිළුවක් කෙළෙමි.,correct
දරුවෝ හොඳ වචන කියති.,correct
මිනිසා මිටියෙන් ගල් කැඩුවේය.,correct
නංගි මට පොතක් දුන්නාය.,correct
හමුදාවෝ සතුරන් මරා දැමුහ.,correct
මම වනයේදී හිවලෙකු දුටුවෙමි.,correct
ඇත්තු වනයේ ගස් කඩති.,correct
කොකා ඇළේ මසුන් රැවටුවේය.,correct
සොරු බඩු පැහැර ගත්හ.,correct
බල්ලා මිදුලේ නිදයි.,correct
දුම්රිය වේගයෙන් ගමන් කරයි.,correct
අද වැසි නොවසීයි.,correct
තවුසෙක් භාවනා කරමින් සිටියි.,correct
ගොවීහු කුඹුරෙහි සිටිති.,correct
ළමයා හෙට පාසල් යයි.,correct
බල්ලා බුරමින් සොරුන් එලවයි.,correct
රජ රටෙහි වැව් ඇත්තේය.,correct
උපාසිකාව පන්සලේ බුදුන් වඳීන්නීය.,correct
වැසි නිසා ළිඳ පිරෙයි.,correct
අපි ගී කියමින් නටමු.,correct
පොල් ගස සරුවට වැඩෙයි.,correct
තාරකාවෝ රාත්‍රියට අහසේ බබළති.,correct
සහරා නම් කාන්තාරයක් තිබේ.,correct
සුළඟට කොඩියක් ලෙළ දෙයි.,correct
ගමරාළ වැස්සට වෙවුලන්නට විය.,correct
වැද්දා හීයෙන් මුවෙකු මැරුවේය.,correct
මව හයියෙන් හඬන්නට වූවාය.,correct
වඩුවා පොරොවෙන් ගසක් කපයි.,correct
අපි ඔවුන් සමග සටන් කළෙමු.,correct
පියා අද ගෙදර නොඑයි.,correct
අද අපිට නිමාඩු ලැබෙයි.,correct
වවුලෝ කෑම සොයා යති.,correct
උදැසනට අපි නින්දෙන් අවදිවෙමු.,correct
භටයෝ මග රැක සිටිති.,correct
කුඩා ළමයා රබන් ගසති.,correct
මී මැස්සෝ රොන් බොති.,correct
ගොපල්ලා සත්තු පාලනය කරයි.,correct
මව පුතුන් එනතුරු බලා සිටියාය.,correct
ලියුම මට ලැබුණේය.,correct
මම මල් කඩන්නට යමි.,correct
ඕතුමෝ අප නොදුටුවෝය.,correct
අපි බොරු නොකියමු.,correct
මිතුරා මා බලන්නට එයි.,correct
තෝ වැඩ කළෙහි.,correct
තොපි වැඩ කළහු.,correct
දාසය තෝ කොහි ගියෙහිද?,correct
මම තා රටින් නෙරපමි.,correct
මුදලාලි අප රැවටුවේය.,correct
බල්ලෝ සොරුන් ලුහුබැඳ ගියෝය.,correct
තෝ ගමට ගියෙහි.,correct
ගොනා තණ කයි.,correct
අපි මල් කඩමු.,correct
හෙතෙම තනිව වනයට ගියෙහි.,correct
මම කවුළුව ළඟ සිටියෙමි.,correct
තෝ කුමක් නිසා මෙහි ආවෙහි ද ?,correct
මව පුතු නහවයි.,correct
මෑණියෝ පුතු නහවති.,correct
අම්මා නගරයට ගියාය.,correct
කිරිල්ලී ගී කීවාය.,correct
නංගි මට ලියුමක් එව්වාය.,correct
කමලා මල් නෙලමින් සිටියාය.,correct
අයියා මල් කඩයි.,correct
මම දුවට ගවුමක් ගෙනාවෙමි.,correct
බල්ලා බුරමින් සොරුන් එලවයි.,correct
අපි මෙහි සුවසේ වෙසෙමු.,correct
හේ නිතරම මෙහි පැමිණෙයි.,correct
මම පහසුවෙන් ගණන සෑදුවෙමි.,correct
ගමෙහි ධනවත් අය සිටිති.,correct
හේ මට ප්‍රශංසා කළේය.,correct
මව පුතුට කිරි දෙයි.,correct
ගසින් ගෙඩියක් වැටෙයි.,correct
තාත්තා මට රුපියලක් දුන්නේය.,correct
අපි ඔවුන්ට දන් දෙමු.,correct
තොපි ඔවුන්ට පැන් දෙවු.,correct
ඔහුට ඊයේ ලියුමක් ලැබුණේය.,correct
දාසිය විලෙන් පැන් ගෙනෙයි.,correct
මල්වල පෙති වැටෙයි.,correct
ඔවුන්ගෙන් මට පණිවිඩයක් ලැබුණේය.,correct
දුම්රිය නගරයෙන් පිටත් විය.,correct
ඇයගේ පොතෙන් සුවඳ හමයි.,correct
කිරිල්ල පැටවුන්ට ආහාර දෙන්නීය.,correct
ළමයින් කැඩූ මල් පරවිය.,correct
ලේන්නු ගස්වලින් බිමට වැටෙති.,correct
ඔහු රුපවාහිනිය ක්‍රියාත්මක කළේය.,correct
මව අවුත් දොර ඇරියාය.,correct
ඇය සාලයට දුවගෙන ආවාය.,correct
ඔවුහු කිසිවක් නොකියා සිනාසුණහ.,correct
ගුරුතුමිය පන්තිය ආරම්භ කළා ය.,correct
යහළුවෝ  පන්තියට සහාභාගී වූහ.,correct
සිසුවිය හැමෝටම ඇහෙන්න කීවාය.,correct
සිසුවිය ප්‍රශ්නයක් ඇසුවාය.,correct
ගුරුතුමිය පන්තිය වටා ඇවිද්දාය.,correct
අපි තවත් සෙල්ලමක් කරමු.,correct
ඇය කොලයක ලියා පෙන්නුවාය.,correct
ඔවුහු වගු සම්පුර්ණ කළෝය.,correct
ඔහු වගුව සම්පුරණ කළේය.,correct
ඇය තවත් අකුරු කීවාය.,correct
සියලුදෙනාම ලකුණු එකතුකර බැලුහ.,correct
සියලුදෙනාම අත්පොළසන් දී සතුට පළ කළහ.,correct
සිහිනයක ජීවත් වූ පුංචි දැරියක් සිටියාය.,correct
ඇයගේ පවුලේ ම අය සිහිනවල ජීවත් වූහ.,correct
දැරිය සිහින සිතින් මවා ගත්තාය.,correct
ඇය ගමේ මතකයේම ජිවත් වුවාය.,correct
ඇය සිතින් මවා ගත්තාය.,correct
අපි පොත් කියවා රස විඳිමු.,correct
අපි සිහින ලෝකවල සැරිසරමු.,correct
එක් සිටුවරයෙක් වාසය කළේය.,correct
ඔහු විවිධ භාණ්ඩ විකුණුවේය.,correct
ඔහු අවවාදයක් දුන්නේය.,correct
කණ්ඩායම වනාන්තරයකට පැමිණියේය.,correct
කණ්ඩායම විශාල වෘක්ෂයක් දුටුවේය.,correct
ගස ගෙඩිවලින් පිරී තිබුණේය.,correct
කිහිපදෙනෙක් ගෙඩි කඩාගෙන කෑවෝය.,correct
ඔවුහු සිටුතුමාගෙන් මෙසේ අසූහ.,correct
සිටුතුමා පැමිණ පරීක්ෂා කළේය.,correct
ඔහු මෙසේ ප්‍රකාශ කළේය.,correct
ගෙඩි අත තිබු අය ඒවා ඉවත දැමුහ.,correct
නායක සිටුතුමා අණ කළේය.,correct
ගෙඩි කෑ අය සුවපත් වූහ.,correct
පසු දිනය උදා වුණේය.,correct
ගම්වැසියෝ අසලට දූවගෙන ආහ.,correct
ඔවුහු වස්තුව බෙදාගැනීමට සැරසුණහ.,correct
ඔවුහු විස්මයට පත් වූහ.,correct
ඔවුහු ගමනට සූදානම් වෙමින් සිටියහ.,correct
ගැල්කරුවෝ මෙතන නවාතැන් ගත්හ.,correct
ඔවුහු මිය ගියහ.,correct
ගම්මානයේ අය රැගෙන ගියහ.,correct
ගම්වැසියෝ ගල්කරුවන්ගෙන් විමසූහ.,correct
ගැල්කරුවෝ පිළිතුරු දුන්හ.,correct
ගම්වැසියෝ ඔහු හමුවට ගියහ.,correct
ගම්වැසියෝ නායක සිටුතුමාගෙන් විමසූහ.,correct
නායක සිටුතුමා පිළිතුරු දුන්නේය.,correct
මම එය දැන ගතිමි.,correct
මම එලෙස සිතුවෙමි.,correct
ගැල්කරුවෝ ජීවිත බේරා ගත්හ.,correct
ගෙදර අනිත් අය කැමැත්තෝය.,correct
නංගී අයැද සිටියාය.,correct
අයියා එසේ ඇසුවේය.,correct
සීයා සිනා සෙමින් කීවේය.,correct
තාත්තා එසේ ඇසුවේය.,correct
සීයා ආඩම්බරෙන් කීවේය.,correct
ඇය කල්පනා කළාය.,correct
රට වැසියෝ වයමින් නැටූහ.,correct
සිසුහූ පාසල වෙත පැමිණිහ.,correct
ගුරුතුමා පාඩම කීවේය.,correct
ළමයි එක හඩින් කීහ.,correct
මුල් ගුරුතුමා විමසුවේය.,correct
සිසුහූ බොහෝ පීනා ගියහ.,correct
ඇය පොතක් ගත්තාය.,correct
මැදිරිය සිනාවෙන් පීරී ගියේය.,correct
අපි මල් වගේ වෙමු.,correct
ළමයි ඉතා ආශා ඇත්තෝය.,correct
ළමයි ඔබ මොබ දුවති.,correct
ළමයි වතුර පාගමින් දුවති.,correct
සමහර ළමයි ඔඩොක්කුවල පුරවාගනිති.,correct
බට්ටෝ ගඟේ පාවෙති.,correct
බට්ටෝ වෙරළේ ගොඩ ගැසෙති.,correct
බොහෝ ළමයි නොදනිති.,correct
අක්කා සහ මල්ලී ගෙදර වෙති.,correct
ඔවුහු අසල්වැසියෝ වෙති.,correct
සියලු දෙනා යාලුවෝ වෙති.,correct
අත්තම්මා තීරණය කළාය.,correct
අත්තම්මා ළමයින්ට කිවුවාය.,correct
කවුරුත් කතා කිරීමට බියවුහ.,correct
ළමයි කන්ද නැග්ගාහ.,correct
නඩයක් ආශීර්වාද කළහ.,correct
ඔවුහු ප්‍රතිචාර දැක්වුහ.,correct
අත්තම්මා හැමෝටම බෙදා දුන්නාය.,correct
සියලුදෙනාම සාධුකාර දුන්හ.,correct
බෞද්ධයෝ නමස්කාර කළෝය.,correct
සියලුදෙනාම ප්‍රර්ථනා කළෝය.,correct
ළමයි පුදුම වූහ.,correct
කවුරුත් ආරාධනාව පිළිගත්හ.,correct
අපි ඉක්මනට පන්තියට යමු.,correct
අපි හෙට සෙල්ලම කරමු.,correct
අපි උදෑසනම දුම්රිය ස්ථානයට පැමිණියෙමු.,correct
අපි නවත්තන වේදිකාවට ගියෙමු.,correct
නංගිත් මමත් විනෝද වූයෙමු.,correct
නංගි නම් ලියා ගත්තාය.,correct
නංගි සටහන් පොතේ ඇන්දයාය.,correct
ආච්චි අම්මා විස්තර කළාය.,correct
නංගි පැනයක් ඇසුවාය.,correct
ආච්චි අම්මා පැවසුවාය.,correct
දුම්රිය වේදිකාවට පැමිණියේය.,correct
අපි පරිස්සමෙන් දුම්රියට නැගුණෙමු.,correct
අතා කතාවක් කියා දුන්නේය.,correct
අතීතයේ රජෙක් රජකම් කළේය.,correct
රජතුමා වැසියන්ට ගැටලු යොමුකළේය.,correct
වැසියෝ සිටුතුමා හමුවූහ.,correct
ඔවුහු ඉල්ලා සිටියහ.,correct
ගම්වැසියෝ සතුටට පත්වූහ.,correct
ඔවුහු ඉමහත් සේ ප්‍රීති වූහ.,correct
ඔවුහු බයිසිකල් වැඩපොළක් ඇරඹුහ.,correct
රයිට් සහෝදරයෝ වෙහෙස වූහ.,correct
අවසානයේ ඔවුහු යන්ත්‍රයක් සෑදූහ.,correct
ඔවුහු අධෛර්යයට පත් නොවූහ.,correct
ඔවුහු නැවත උත්සහා කළහ.,correct
ඇය දිගටම පාසල් ආවාය.,correct
මාතාව නිතර සොයා බැලුවාය.,correct
ඇය පාර මාරුවීමට උදව් කළාය.,correct
ඇය එය යුතුකමක් කරගත්තාය.,correct
එතුමිය නිරන්තරයෙන් වෙහෙසවුණාය.,correct
ඇය පාසල හැරදා නොගියාය.,correct
දරුවෝ ඇය එනතුරු මගබලා සිටියහ.,correct
ඇය කාගේත් සිත් ගත්තාය.,correct
ඇය අසලටම වී සිටියාය.,correct
රියදුරෝ ද ඇයට ආදරය කළහ.,correct
යෙහෙළිය මඳක් කලබල වුවාය.,correct
යෙහෙළිය විහිළු කළාය.,correct
ඇය තරයේ කියා සිටියාය.,correct
ඇය ඒගැන විපරම් කළාය.,correct
ඇතැම් අය නොයෙක් තැන්වලට යති.,correct
කිසිවෙක් එසේ කියයි.,correct
සමහරු පුල පුලා බලා සිටිති.,correct
පන්තියේ ළමයි නම් කීවෝය.,correct
ගුරුතුමිය ළමයින්ට කීවාය.,correct
ළමයි නරඹමින් ඉදිරියට ගියහ.,correct
ඔහු ඇගිල්ල දිගු කළේය.,correct
ළමයි සාවධානව ආසා සිටියහ.,correct
ළමයි ගුරුතුමිය වටා රැස්වූහ.,correct
නිලධාරියා විස්තර කිරීම ඇරඹුවේය.,correct
ගුරුතුමිය ළමයින්ට පැහැදිලි කළාය.,correct
ළමයි මඳක් නතර වූහ.,correct
ළමයි තොරතුරු සටහන් කරගත්හ.,correct
ඔවුහු තණබිමේ වාඩි වූහ.,correct
ගුරුතුමිය පොත ඇයට දුන්නාය.,correct
ඇය කියවීම ආරම්භ කළාය.,correct
එය ගුරුතුමිය පැහැදිලි කළාය.,correct
ළමා පිරිස සතුටින් ඉපිල ගියහ.,correct
බකමුණා පරවියාගෙන් විමසුවේය.,correct
පරවියෝ තැපැල් සේවයේ නිරත වූහ.,correct
බකමුණා ප්‍රශ්න කළේය.,correct
ඔහු හමුවීමට තීරණය කළේය.,correct
ඔහු සාකච්චාව පිලිබදව විස්තර කළේය.,correct
ඔහු ගුහාව වෙත ළඟා වුයේය.,correct
ඔහු  යෝජනා කළේය,correct
ඔහු පිටව ගියේය.,correct
ඔහු පැමිණෙමින් සිටියේය.,correct
ඔහු කුටියෙන් පිටතට පැමිණියේය.,correct
විද්‍යාඥයෝ එකඟ වූහ.,correct
ඔවුහු ඒ පුරුද්ද අත්හැර දැමුහ.,correct
ඔහු ඇයට ඉගැන්නුවේය.,correct
එය ඔහු කියා දුන්නේය.,correct
ඔහු ඇගිලිතුඩු වලින් හැඳින ගත්තේය.,correct
ඔහු මවට උදව් කළේය.,correct
ඔහු පිළිවෙලට තැබුවේය.,correct
ඔහු ළිඳට ගියේය.,correct
ඔහු පුතු අතට දුන්නේය.,correct
ඔහු තේරුම් ගත්තේය.,correct
ඔහු සින්දුවක් කියන්නට පටන්ගත්තේය.,correct
වවුලෝ ආහාර සොයා පියාඹති.,correct
ඔහු සංවේදී වුයේය.,correct
ඔහු මෙසේ සිතුවේය.,correct
ඔහු තීරණය කළේය.,correct
ඔහු ගුරුතුමා වෙත ආවේය.,correct
ඔහු ශිෂ්‍යාට සමු දුන්නේය.,correct
ඇය අවශ්‍ය පහසුකම් සැලසුවාය.,correct
මම එය දෙස බලා උන්නෙමි.,correct
මම දුරදක්කනයෙන් බැලුවෙමි.,correct
මම දුරදක්නය සකස් කළෙමි.,correct
මම එය නොදුටුවෙමි.,correct
ඔහු ඉවතට ගියේය.,correct
මම නැවත වතාවක් බැලුවෙමි.,correct
නැවිය ඉවත්ව ගියේය.,correct
මගීහු කියා සිටියහ.,correct
අපි සියලු දෙනාම කීවෙමු.,correct
අපි දුරදක්නය අතට ගත්තෙමු.,correct
මිනිසා ප්‍රබෝධයෙන් කෑගැසුවේය.,correct
ඇය නැවත බැලුවාය.,correct
අපි කනස්සල්ලට පත් වූයෙමු.,correct
අපි සාගරයේ යාත්‍රා කළෙමු.,correct
ඔවුහු නොඉවසිල්ලෙන් බලා සිටියහ.,correct
අපි සිහින මැව්වෙමු.,correct
,
,
,
බත් මම කමි.,incorrect
තේ මම බොමි.,incorrect
ගමට මම යෙමි.,incorrect
ගීයක් මම ගයමි.,incorrect
පොත මම ලියමි.,incorrect
මුහුණ මම සෝදමි.,incorrect
ඇය මම දකිමි.,incorrect
තෑග්ගක් මම දෙමි.,incorrect
බත් නුඹ කන්නෙහි.,incorrect
තේ නුඹ බොන්නෙහි.,incorrect
ගමට නුඹ යන්නෙහි.,incorrect
ගීයක් නුඹ ගයන්නෙහි.,incorrect
පොත නුඹ ලියන්නෙහි.,incorrect
නිවැරදි නුඹ කරෙහි.,incorrect
ඇය නුඹ දක්නෙහි.,incorrect
බත් ඔහු කයි.,incorrect
තේ ඇය බොයි.,incorrect
ගමට ඔහු යයි.,incorrect
ගීයක් ඇය ගයයි.,incorrect
පොත ඔහු ලියයි.,incorrect
නිවැරදි ඇය කරයි.,incorrect
එය ඔහු දකියි.,incorrect
ඇදේ ඇය නිදාගනීයි.,incorrect
ගසකට ඔහු නගියි.,incorrect
ගමට ඇය පැමිණෙයි.,incorrect
බත් අපි කමු.,incorrect
තේ අපි බොමු.,incorrect
ගමට අපි යමු.,incorrect
ගීයක් අපි ගයමු.,incorrect
පොතේ අපි ලියමු.,incorrect
නිවැරදි අපි කරමු.,incorrect
ඔවුන්ව අපි දකිමු.,incorrect
තෑග්ගක් අපි දෙමු.,incorrect
දැන් අපි නිදාගනිමු.,incorrect
බත් ඔවුහු කති.,incorrect
තේ ඔවුහු බොති.,incorrect
ගමට ඔවුහු යති.,incorrect
ගීයක් ඔවුහු ගයති.,incorrect
පොත ඔවුහු ලියති.,incorrect
නිවැරදි ඔවුහු කරති.,incorrect
ඇය ඔවුහු දකිති.,incorrect
ඔහුට ඔවුහු දෙති.,incorrect
නිදාගනිති ඔවුහු.,incorrect
පැමිණෙති ඔවුහු.,incorrect
බිම ගල තිබේ.,incorrect
සිසිල් විය ජලය.,incorrect
නිරෝගීව ගස වැඩෙයි.,incorrect
එහි පොත ඇත.,incorrect
සමතැන සීතල පැතිරෙයි.,incorrect
සුළඟට දොර හැරෙයි.,incorrect
ඉතා දිගු ය පාර.,incorrect
නිල් වෙයි අහස.,incorrect
වැටෙයි පැන්සල.,incorrect
හිරු සවසට බසීයි.,incorrect
සඳ රාත්‍රියට පායයි.,incorrect
කඩදාසිය වතුරේ පාවෙයි.,incorrect
කැඩී වැට තිබේ.,incorrect
ඉහළ දුම යයි.,incorrect
විසන්ධි විය විදුලිය.,incorrect
වෙනස් විය තත්වය.,incorrect
ගත වෙයි කාලය.,incorrect
ඇති වෙයි ප්‍රශ්නය.,incorrect
ලස්සන විය නිවස.,incorrect
මැකී යයි රූපය.,incorrect
සවි විය මේසය.,incorrect
පටන් ගනී වැස්ස.,incorrect
වෙනස් විය වර්ණය.,incorrect
නිම වෙයි පාඩම.,incorrect
ගලා යයි නදිය.,incorrect
අඳුරු විය කාමරය.,incorrect
කැඩුණේ ය බිත්තිය.,incorrect
ඉදී ඇත පලතුර.,incorrect
වෙනස් විය රසය.,incorrect
බිඳෙයි නිශ්ශබ්දතාව.,incorrect
සංසරණය වෙයි වාතය.,incorrect
පැවතියේ ය ලෝකය.,incorrect
එළි වෙයි සත්‍යය.,incorrect
හෙළි විය රහස.,incorrect
සුළඟට කවුළුව වැසෙයි.,incorrect
විකිණෙයි භාණ්ඩය.,incorrect
ඇති විය සතුට.,incorrect
කැඩී යයි පියාපත.,incorrect
දියුණුවෙයි විද්‍යාව.,incorrect
තීරණය වෙයි ඉරණම.,incorrect
කෑම අපි කමු.,incorrect
වැඩ අපි කරමු.,incorrect
තරු බබළයි අහසේ .,incorrect
උදේට නෙලුම්  පිපෙයි මල.,incorrect
සෙමෙන් ගලයි ගඟ .,incorrect
පාවී වලාකුළු එයි.,incorrect
සුළඟට පෙරළෙයි ගස .,incorrect
සුළඟට වැනෙයි ගස .,incorrect
පාසලට යමු අපි .,incorrect
මල් පිපෙයි ගස්වල .,incorrect
සුළඟක් සිසිල් හමයි.,incorrect
පාසලට යමි මම.,incorrect
සෙල්ලම් කරයි වසුපැටවා .,incorrect
පාවී වලාකුළු යති.,incorrect
සෙමෙන් ගලයි ගඟ .,incorrect
විවේකයෙන් සිටියි අම්මා .,incorrect
පොතක් කියවයි අක්කා .,incorrect
කුඹුරු කොටති ගොවියෝ .,incorrect
සෙල්ලම් මල්ලී කරයි.,incorrect
විලේ පීනති හංසයෝ .,incorrect
ගීත ඔහු ගයයි.,incorrect
පොතක් ඔහු කියවයි.,incorrect
රිය ඔහු පදවයි.,incorrect
ගමට ඔහු ගියේ ය.,incorrect
බත් ඔහු කෑවේ ය.,incorrect
ගීත ඔහු ගැයුවේ ය.,incorrect
පොතක් ඔහු කියවූයේ ය.,incorrect
රිය ඔහු පැදවූවේ ය.,incorrect
පාසල් මල්ලිලා ගියෝ ය.,incorrect
ගීත නංගිලා ගැයුවෝ ය.,incorrect
පොත් අයියලා කියෙවුවෝ ය.,incorrect
ගමට මාමලා පැමිණියෝ ය.,incorrect
පාසල් මල්ලිලා ගියහ.,incorrect
ගීත නංගිලා ගැයූහ.,incorrect
පොත් අයියලා කියවූහ.,incorrect
ගමට මාමලා පැමිණියහ.,incorrect
පාසල් මල්ලී ගියේ ය.,incorrect
පලතුරු තාත්තා කෑවේ ය.,incorrect
නිවසට මාමා ආවේ ය.,incorrect
පාසල් නංගී ගියා ය.,incorrect
පලතුරු අම්මා කෑවා ය.,incorrect
නිවසට නැන්දා ආවා ය.,incorrect
නිවසට මාමලා ආවෝ ය.,incorrect
පාසල් නංගිලා ගියෝ ය.,incorrect
පලතුරු අම්මලා කෑවෝ ය.,incorrect
නිවසට නැන්දලා ආවෝ ය.,incorrect
ගීතයක් පසිඳු ගැයුවේ ය.,incorrect
