Sentences,class
ගැලකරුවෝ ඉක්මණින් පැනයට පිළිතුරු දුන්හ.,correct
ගම්වැසියෝ නායක සිටුතුමා හමුවට ගියහ.,correct
ගම්වැසියෝ නායක සිටුතුමාගෙන් පැනය විමසූහ.,correct
නායක සිටුතුමා මෙසේ පිළිතුරු දුන්නේය.,correct
ගැල්කරුවෝ තම ජීවිත බේරා ගත්හ.,correct
බොහෝ දෙනා රසවිදීමට කැමැත්තක් දක්වති.,correct
ගෙදර අනිත් අයද ඉතා කැමැත්තෝය.,correct
නංගි එසේ සීයාගෙන් අයැද සිටියාය.,correct
සීයා සිනා සෙමින් එසේ කීවේය.,correct
රට වැසියෝ රබන් වයා විනෝද වූහ.,correct
ඔවුහු රබන් වයමින් නැටුහ.,correct
ඉසිඹුවට පසු සිසුහු පාසල වෙත පැමිණියහ.,correct
ඔවුහු සතුටෙන් කෑ ගසන්නට වූහ.,correct
සිසු කැල මැදිරිය තුළ රොක් වූහ.,correct
ඔවුහූ හිඳ ගැනීමට පොර කෑහ.,correct
අසුන් නොලද්දෝ සිට ගෙන උන්හ.,correct
සිසුහු බොහෝ සේ පිනා ගියහ.,correct
අපි පිපෙන මල් වගේ වෙමු.,correct
සෙල්ලම් කිරීමට ළමයි ඉතා ආශා ඇත්තෝය.,correct
සමහර ළමයි වෙරළේ ඔබ මොබ දුවති.,correct
ළමයි බියෙන් වහ වහා දුවති.,correct
ළමයි ප්‍රිතියෙන් වතුර පාගමින් දුවති.,correct
සමහර ළමයි ඔඩොක්කුවල පුරවා ගනිති.,correct
කවුරුත් සතුටින් එම ආරාධනාව පිළිගත්හ.,correct
මව සහ පියා ඔවුන්ට ආරාධනා කළෝය.,correct
සතියම පාසල් යන අත්තම්මලා සිටිති.,correct
ඇය සිය දෛනික රාජකාරිය අරඹන්නීය.,correct
අත්තම්මා වයස ඉක්මවා තිබියදිත් විශ්‍රාම නොගත්තාය.,correct
දරුවෝ කේක් කැල්ලක් ගෙනැවිත් දෙති.,correct
ආච්චි අම්මා කිසිදාක නිවාඩුවක් නොගනියි.,correct
ඇය දිගටම මේ පාසලට ආවාය.,correct
මාතාව අනිත් දරුවන් ගැනද සොයා බැලුවාය.,correct
ඇය පාර මරුවන්ට උදව් කළාය.,correct
දරුවන්ගේ ආරක්ෂාව වෙනුවෙන් එතුමිය නිරන්තරයෙන් වෙහෙසුණාය.,correct
ඇය සිය කාර්යය යුතුකමක් කර ගත්තාය.,correct
අම්මා එම පාසල හැර දා නොගියාය.,correct
බොහෝ දරුවෝ ඇය එනතුරු බලා සිටියහ.,correct
ඇය කාගේත් සිත් ඇද ගත්තාය.,correct
ඇය පාසල් ගේට්ටුව අසළට සිටියාය.,correct
රියැදුරෝ ද ඇයට ආදරය කළහ.,correct
යෙහෙළිය ඇයගේ නිහඩතාව ගැන විපරම් කළාය.,correct
ඇය එලෙස තරයේ කියා සිටියාය.,correct
යෙහෙළිය එලෙස කියා විහිළු කළාය.,correct
මම හාල් ඇට කටේ දමා ගත්තෙමි.,correct
නංගි නිතර ම වගේ කඩයට ගියාය.,correct
ඈ ඉතුරු වන සතේට සීනිබෝලයක් ගෙනාවාය.,correct
ඈ එය මගේ කටට ළං කළාය.,correct
මම කෑල්ලක් කඩා ගෙන කමි.,correct
ඈ ඉතිරි කෑල්ල කටේ දමා සිනාසෙයි.,correct
නංගි උදේ පාන්දරින් ම නැගිටියි.,correct
ඈ හැම තැන ම එබිකම් කරයි.,correct
ඈ හැම තැන ම දිවුල් අහුලයි.,correct
ඈ ඒවායේ ලොකු කුඩා බලයි.,correct
අපි දිවුල් ගෙඩි කා හමාර කළෙමු.,correct
මම ඇයට එසේ වරෙක කියමි.,correct
නංගි මේවායින් පංගුවක් සඟවා තබයි.,correct
ඈ සීනිබෝලය වරෙක උදුරා ගත්තාය.,correct
නංගි වත්ත පහළ ඇවිදීමට ගියාය.,correct
පන්තියේ ළමයි වෙදුන්ගේ නම් කීවෝය.,correct
ගුරුතුමිය පෙළ ගැසෙන ළමයින්ට කීවාය.,correct
ළමයි නිමැවුම් නරඹමින් ඉදිරියට ගියහ.,correct
ඔහු ඒ දෙසට ඇඟිල්ල දිගු කළේය.,correct
ළමයි උපකරණ නරඹමින් තවත් ඉදිරියට ගියහ.,correct
ළමයි විස්තරය සාවධානව අසා සිටියහ.,correct
ළමයි ගුරුතුමිය වටා රැස් වූහ.,correct
ළමයි සෙක්කුව අසලට රැස් වූහ.,correct
ගුරුතුමිය ඒ පිලිබදව ළමයින්ට පැහැදිලි කළාය.,correct
සියල්ලෝ ම හයියෙන් කෑ ගසා සිනාසුණහ.,correct
ළමයි මේසය අසල මඳක් නතර වූහ.,correct
ළමයි තොරතුරු සටහන් කර ගත්හ.,correct
ඔවුහු නිවෙස ඉදිරියේ තණබිමේ වාඩි වූහ.,correct
ගුරුතුමිය පොතේ පිටුවක් පිටුවක් පෙරළා සිසුවියට දුන්නාය.,correct
ඇය ශබ්ද නඟා කියවීම ආරම්භ කළාය.,correct
නිර්මාණ පිලිබද ගුරුතුමිය පැහැදිලි කළාය.,correct
ළමා පිරිස සතුටින් ඉපිල ගියහ.,correct
බකමුණා පරවියාගෙන් එසේ විමසුවේය.,correct
පරෙවි කණ්ඩායම තැපැල් සේවාවේ නිරත වූහ.,correct
ඔහු අනුමාන කරමින් ප්‍රශ්න කළේය.,correct
රජතුමා ද ඔහුට ගෞරවයෙන් සැලකුවේය.,correct
ඔහු රජතුමා හමුවීමට තීරණය කළේය.,correct
ඔහු රජතුමා සමග සාකච්ඡා කළේය.,correct
ඔහු සාකච්ඡාව පිළිබඳ විස්තර කළේය.,correct
ඔහු කතා බස් කරමින් සිටියේය.,correct
රජතුමා ගුහාව වෙත ළඟා වුයේය.,correct
ඔහු එසේ ඔවුනට යෝජනා කළේය.,correct
ඔහු මෙහෙවර ඉටු කිරීමට පිටත්ව ගියේය.,correct
ඔහු දිශාව පෙන්වමින් බිම වාඩි ගත්තේය.,correct
ඉන්පසු රජතුමා වහාම උඩ බැලුවේය.,correct
දොස්තර බෑගය ගෙන පැමිණෙමින් සිටියේය.,correct
පැයකට පසු දොස්තර කුටියෙන් පිටතට පැමිණියේය.,correct
රජතුමා සහ ඔහුගේ බිරිය ඉදිරියට ගියහ.,correct
පසුව රජතුමා ඔහුට මෙසේ කීවේය.,correct
ඔවුහු ඒ පුරුද්ද අත්හැර දැමූහ.,correct
ඔවුන්ට වඩාත් වේදනා ගෙන දුන්නේය.,correct
ඔවුහු වැඩපල කර ගැනීමට කියා දුන්හ.,correct
ඔහු වැඩ තනිව කර ගැනීමට උගත්තේය.,correct
පියා ඒ ගැන දරුවාට කියා දුන්නේය.,correct
ඔහු ඇඟිලි තුඩුවලින් හැඳින ගත්තේය.,correct
පියා ඔහුට මෝස්‌තර මැසිමට ඉගැන්වූයේය.,correct
ඔහු ඇඳුම් හැඩකර ගැනීමට කියා දුන්නේය.,correct
ඔහු මවට උදව් පදවු කළේය.,correct
ඔහු කෑම මේසය සකසන්නට උදවු වුයේය.,correct
ඔහු සියල්ල නිසි තැන පිළිවෙළට තැබුවේය.,correct
ඔහු වතුර ගෙන ඒමට ළිඳට ගියේය.,correct
ඔහු පරිස්සමින් කටයුතු කිරීමට ඉගෙන ගත්තේය.,correct
ඔහු තම පුතු අතට දුන්නේය.,correct
ඔහු සින්දුවක් කියන්න පටන් ගත්තේය.,correct
වවුලෝ අහාර සොයා පියඹා යති.,correct
වවුලෝ ශබ්ද නැඟීමට පුරුදුව සිටිති.,correct
ඔහු බොහෝ දේ ඉගෙන ගත්තේය.,correct
ඔහු බේකරිය බව දැන සිටියේය.,correct
කෙනෙක් බැරෑඬි හඬකින් කථා කරයි.,correct
ඔහු සමහර අවස්ථාවක එසේ අසයි.,correct
ඔහු තම වුවමනාව කියා පෑවේය.,correct
ඔහු එතුමා යටතේ අවුරුද්දක් උගත්තේය.,correct
ඔහු යළිත් ගුරුතුමා වෙත ආවේය.,correct
එතුමා තම ශිෂ්‍යයාට සමු දුන්නේය.,correct
සිටු දේවියට හිසේ කැක්කුමක් තිබුණේය.,correct
කුමාරයාට හැකි බව දැන්වා යැවුවේය.,correct
දේවිය වෛද්‍යවරයා පිළිබඳ තොරතුරු විමසා බැලුවාය.,correct
ඇය ආපසු යන ලෙස දන්වා යැවුවාය.,correct
දේවිය ඔහුව තමන් හමුවට කැඳවූවාය.,correct
කුමාරයා බෙහෙත් කිරීම ආරම්භ කළේය.,correct
ඔහු ගිතෙල් මිශ්‍ර කර තෙලක් සින්දේය.,correct
ඔහු තෙල් නාසයෙන් ඇතුළු කළේය.,correct
ඇය සේවිකාව කැඳවා මෙසේ කීවාය.,correct
එනිසා දේවිය ඔහුව විගස ඇමතුවාය.,correct
මම සම්පත් උපයන ආකාරය දනිමි.,correct
මම සම්පත් වියදම් කරන ආකාරයත් දනිමි.,correct
මම විනාශ කරන ආකාරය නොදනිමි.,correct
සිටු දේවිය ඉතා සතුටට පත් වුවාය.,correct
ඇය කුමාරයාට තෑගි පිරිනැමුවාය.,correct
මම කුඩා සිප්පිය දෙස බලා උන්නෙමි.,correct
ඔහු කුතුහලයෙන් යුතුව මහත් ඕනෑකමින් නරඹයි.,correct
ඔහු එලෙස මට පිළිතුරු දුන්නේය.,correct
මගීහු ගොඩබිම නැරඹීමට නොඉවසිල්ලෙන් බලා සිටියහ.,correct
මම දුරදක්නය එල්ල කොට බැලුවෙමි.,correct
මම නැවතත් දුරදක්නය සකස් කළෙමි.,correct
මම තව ම ලංකාව නොදුටුවෙමි.,correct
කිසිවෙක් ඔහු කියූ දේ මායිම් නොකළහ.,correct
ඔහු මට එලෙස කියා ඉවතට ගියේය.,correct
මම එබැවින් නැවත වතාවක් බැලුවෙමි.,correct
ප්‍රධාන නැවියා ද ඉවත්ව ගියේය.,correct
අපි සියලු දෙනා ම දැවෙමින් සිටිමු.,correct
මගීහු දැඩි අධිෂ්ඨානයෙන් යුතුව  කියා සිටියහ.,correct
අපි නෞකාවේ ඉදිරිපසට ආවෙමු.,correct
හින්දෑරි මිනිසා අප පිටුපසින් ම ආවේය.,correct
කාන්තාවෝ හිස වසාගනිමින් එකිනෙකා පිටුපසින් ආවෝය.,correct
අපි සියලු දෙනාම මහා හඬින් කීවෙමු.,correct
අපි ඉකමනින් දූරදක්න අතට ගත්තෙමු.,correct
සමහරු බලාපොරොත්තු සහගත ලෙස හාත්පස නැරඹූහ.,correct
කාන්තාවෝ දැඩි සේ විඩාවට පත්ව සිටියහ.,correct
එක් කාන්තාවක් දුටු බවක් පැවසුවාය.,correct
හීන්දෑරි මිනිසා ප්‍රබෝධයෙන් කෑගැසුවේය.,correct
ඇය කාචය සකස් කර බැලුවාය.,correct
අපි ඒ පිළිබඳව කනස්සල්ලට පත් වූයෙමු.,correct
අපි මහා සාගරයේ යාත්‍රා කළෙමු.,correct
අපි මේ දිවයිනේ සංචාරය කර නැත්තෙමු.,correct
ඔවුහු මහත් නොඉවසිල්ලෙන් බලා සිටියහ.,correct
මව ඉකමනින් අවුත් දොර ඇරියාය.,correct
ඔවුහු එක වරට ම කීහ.,correct
ඔහුගේ සොහොයුරිය හතරවන ශ්‍රේණියෙහි ඉගෙන ගනියි.,correct
යහළුවෝ ඔහුගේ ගෙදරට රැස් වෙති.,correct
ඔවුහු අත්දැකීම් හුවමාරු කර ගනිති.,correct
ගවුමක් ඇඳ ඇය සාලයට දුවගෙන අවාය.,correct
යහලුවූ කිසිවක් නොකියා හයියෙන් සිනාසුණහ.,correct
ඇය පිඟාන මේසය මත තැබුවාය.,correct
ඇය පිඟාන මේසය මත තබමින් කීවාය.,correct
ඔහු නාසය හකුළමින් සුවඳ විඳිමින් කීවේය.,correct
ඔහු දුරකථනයෙන් කතා කරමින් සාලයට පැමිණියේය.,correct
ඔහු පුටුවක් ඇද වාඩි වුයේය.,correct
ඔහු දුරකථනය මේසය උඩ තැබුවේය.,correct
ඔහු දුරකථනය ගැන විස්තර කර දුන්නේය.,correct
යහළුවෝ සාලයට අවුත් වාඩි වූහ.,correct
ගුවන්විදුලියෙන් ළමා ගයිකාවකගේ ගී රාවය ඇසුණේය.,correct
ඔහු විගස කතාබහට මුල පිරුවේය.,correct
ඔහු යාළුවන්ට පොත පෙන්වමින් කිවේය.,correct
ඇය බරාඳයේ සිට හයියෙන් කෑගැසුවාය.,correct
ඔහු හරස් කපමින් විස්මය පළ කළේය.,correct
ඔහු මිතුරාගෙන් විස්තර ඉල්ලා සිටියේය.,correct
අනෙක් මිතුරා තව කරුණු එකතු කළේය.,correct
ඔහු ඉකමනින් රූපවාහිනී ක්‍රියාත්මක කළේය.,correct
සියල්ලෝම රූපවාහිනිය දෙසට නෙත් යොමු කළහ.,correct
මම මේ කාර්යය තොපට භාර කරමි.,correct
මා කැඳවුයේ ඇයිදැයි දැන ගනු කැමැත්තෙමි.,correct
මම මේ කාර්යය ඉටු කිරීමට මහන්සි ගන්නෙමි.,correct
ගොනුන් හෝ ගොනුන්ගේ අයිතිකාරයෝ දක්නට නොවූහ.,correct
මම එම කාර්යය තොපට භාර කළෙමි.,correct
මම ගොන්බාන් සියයකට පමණ කීවෙමි.,correct
ඇතැම් අය හිස පහත්කරමින් කන් සෙලවූහ.,correct
සමහරු තමන්ගේ මනාපය ප්‍රකාශ කළහ.,correct
සියලු දෙනා පැමිණෙන්නට ඇතැයි මම සිතුවෙමි.,correct
මම සියලු දෙනා පැමිණෙන්නට ඇතැයි සිතුවෙමි.,correct
තේ පානය කළ ඔහු කාමරයට ගියේය.,correct
ඔවුහු පස්වන ශ්‍රේණියේ ඉගෙන ගනිති.,correct
ඔහු හරක්බාන් සියයකට රාජතුමාගේ පණිවිඩය කීවේය.,correct
පැමිණිය නොහැකි අය බුලත් නොගනිති.,correct
ඔහු බුලත් ටික බිරිඳ අතට දුන්නේය.,correct
ඇය ඇයගේ දියණිය අමතා කීවාය.,correct
ඔහු දෑකැති ගෙන පැමිණි ගොවීන්ව පිළිගත්තේය.,correct
ගොවියෝ තමන්ගේ බුලත් කොක්කනවල දමා ගත්හ.,correct
ගොවියෝ දෑකැතෙන් ගොයම් කපන්නට පටන්ගත්හ.,correct
ඔවුහු අලුමුසාව ගෙන වෙලට පැමිණියහ.,correct
ගොවියෝ ගස් සෙවණේ ඉඳ ගත්හ.,correct
ඔහු නෙළුම් කොළය බැගින් දුන්නේය.,correct
ඇයත් ඇයගේ මවත් කිරිබත් බෙදුවෝය.,correct
ඇය විහිළු ක‍රන අටියෙන් කීවාය.,correct
ඔහු බුම්මැඩිය ඔසවා ගෙන පැමිණියේය.,correct
අනෙක් තැනැත්තා උඩැක්කිය  අතට ගත්තේය.,correct
ඔහු බුම්මැඩිය ගහන්නට පටන් ගත්තේය.,correct
ගොවියෝ නියර දිගේ ගොස් ලියද්දට බැස්සෝය.,correct
වාද්‍ය තාලයට ගොවියෝ ගොයම් කපති.,correct
ගොවියෝ ඇළ දෙසට ගමන් ගත්හ.,correct
ඔහු ටයි පටිය බෙල්ලේ බඳිමින් කිවේය.,correct
ඔහු වාඩි වී කලිසම අතට ගත්තේය.,correct
අම්මා වහාම කුස්සියට දිව ගියාය.,correct
ඇය වාඩි වී වෑංජනයක් යොදන්නට වූවාය.,correct
මෙහෙකාරිය ඇතිලිය ළිප උඩ තැබුවාය.,correct
ඇය ආපසු ගොස් මේසය සැරසිලි කළාය.,correct
පියා පුත්‍රයා ළඟින් වාඩි කරවා ගත්තේය.,correct
ඇය පැණි ටිකක් ජග්ගුවකට වත්කළාය.,correct
ඇය පැණි ජග්ගුව තසිමෙහි තැබුවාය.,correct
ඔහු කිරි කෑමට සුදානම් වුයේය.,correct
පුත්‍රයා බතින් දෙතුන් කටකට වඩා නොකෑවේය.,correct
ඇය එසේ කියමින් සිනාසෙන්නට වුවාය.,correct
ඇය එසේ කියමින් යළිත් සිනාසෙන්නට වුවාය.,correct
ඇය මුට්ටිය ගෙන ගොස් කුස්සියෙහි තැබුවාය.,correct
ඇය සිනාව මැඩ ගෙන කීවාය.,correct
ඈ ජාඩි මුට්ටිය ගෙන කුස්සියෙහි තැබුවාය.,correct
සියලු ක්‍රීඩිකාවෝ ආරම්භක ස්ථානයට ගියහ.,correct
ඇය දහස් වාරයක් සිතින් මිමුණුවාය.,correct
ඇය දුවගොස් අක්කා වැලඳ ගත්තාය.,correct
නිවස භාර ගුරුතුමිය එසේ කියමින් සිනාසුණාය.,correct
ඔවුහු ඉතිහාසය සොයා බැලීමට තීරණය කළහ.,correct
නැකත්රාල කාලය ආපස්සට ගණන් කරයි.,correct
ඔවුහු කවි තාලයට ගායනා කළහ.,correct
ඇය ගුවන්විදුලි වැඩසටහනකට සවන් දුන්නාය.,correct
ළමයා ආච්චිට ස්තුති කළාය.,correct
ගුරුතුමිය සංගමයේදී මෙසේ ප්‍රකාශ කළාය.,correct
ඔවුහු ජන කවි ගායනා ආරම්භ කළහ.,correct
එකෝමත් එක රටක ගමරාල කෙනෙක් සිටියාය.,correct
ගමරාලගේ සිත සතුටින් පිරි ගියේය.,correct
ඔහු කල්පනා කරන්ට පටන් ගත්තේය.,correct
ගමරාල ගස මුලින් ම කපා දැම්මේය.,correct
උන්වහන්සේ විහාරය වැඩ විසූ සේක.,correct
පවුලේ සොහොයුරෝ සතර දෙනෙක් වූහ.,correct
වැඩිමහල් සොහොයුරා පැවිදි වී සිටියේය.,correct
දරුවා සොහොයුරා සමග කල් ගත කළේය.,correct
හිමියෝ ඔවුන් කැටුව ලංකාවට පැමිණියහ.,correct
එහිදී ඔහු බොහෝ භාෂාවන් උගත්තේය.,correct
හිමියෝ එම දරුවා පැවිදි කළහ.,correct
හිමියෝ එම නගරයට වැඩම කළහ.,correct
හිමියෝ සාමණේර කාලයේ සිට ධර්මදේශකයෙක් වූහ.,correct
උන්වහන්සේ ඇසුරු කළ අය දැන සිටියෝය.,correct
උන්වහන්සේ සිය පෑන මෙහෙයවූ සේක.,correct
උන්වහන්සේ මහත් සේ මහන්සි වූ සේක.,correct
හිමියෝ මහත් සේ වෙහෙස මහන්සි වූහ.,correct
නා හිමියෝ මෙලොවින් සමු ගත්හ.,correct
ගං ඉවුරේ ඉඳගත් මම කීවෙමි.,correct
අයියා අත් පොරවෙන් සසිමින් කිවේය.,correct
යාළුවෝ ගං ඉවුරට පැමිණ සිටියහ.,correct
බල්ලා ද ගං ඉවුරට දුව ආවේය.,correct
ඔහු මගේ කනට කර කීවේය.,correct
අයියා දෑත් එකිනෙක අතුල්ලා රිටට වැන්දේය.,correct
ඉක්බිති ව යාළුවා ද එසේ  කළේය.,correct
මම ද පහුරට විගස පහුරට නැංගෙමි.,correct
පහුර ගඟ පහළට ඇදී යයි.,correct
ඔවුහු රිටිවලින් පහුර ගඟ මැදට ගනිති.,correct
මම පහුර හොඳින් අල්ලා ගතිමි.,correct
පහුරු කාරයෝ ඒ ගැන විස්තර කියති.,correct
මම පහුර වැරයේ අල්ලා ගතිමි.,correct
මම ලී කඳක් අල්ලා සිටියෙමි.,correct
පහුර ගඟ පහළට ඇදී ගියේය.,correct
මම මුළු බත් ගෙඩියම කෑවෙමි.,correct
ඔහු ගහක පහුර ගැට ගැසුවේය.,correct
කැලේ සත්තු විවිධ ඉරියවුවලින් සිටිති.,correct
වනයක සත්තු සාකච්ඡා කිරීමට රැස් වූහ.,correct
අපි කැලෑවේ රජතුමා පත් කර ගනිමු.,correct
අපි සිංහයා රජකමට පත් කර ගනිමු.,correct
සත්තු මහත් සේ ප්‍රීතියට පත් වූහ.,correct
මම සියලු දෙනාව ආරක්ෂා කරන්නෙමි.,correct
මම සතුන් ආරක්ෂා කිරීමට පොරොන්දු වෙමි.,correct
සතුන් යටහත් බව ප්‍රකාශ කර සිටිති.,correct
මම සභාවේ කටයුතු මෙතකින් සමාප්ත කරමි.,correct
සිංහයා නරියා සමග පිටත් වෙයි.,correct
ඇමතිවරු ඔවුන් පිටුපසින් සෙමින් යති.,correct
සිංහයා සහ නරියා සතුන් මරා කති.,correct
ඔවුහු නිර්මාංශ බව සතුන්ට හඟවති.,correct
සිංහ රාජයාණන් වහන්සේ වඩින සේක.,correct
හාවා සතුන්ට පැහැදිලි කර දුන්නේය.,correct
වනයේ සතුන් ගායනා කරමින් නටති.,correct
ගුරුතුමාද විදුහල්පතිතුමද සිසුන් අතරට පැමිණියහ.,correct
ගුරුතුමා බස් රථවල අංක ඇලවුයේය.,correct
ඔහු බස් රථයේ රියැදුරාට උපදෙස් දුන්නේය.,correct
ඔවුහු නගරය පසු කරමින් සිටියහ.,correct
බස් රථය නවත්වමින් ගුරුතුමා කිවේය.,correct
විදුහල්පතිතුමා කරුණු පැහැදිලි කර දුන්නේය.,correct
සියලු දෙනාම උදේ ආහාරය ගත්හ.,correct
ගුරුතුමා කවි ගායනා කරමින් සවන් පිනවුයේය.,correct
ඊළගට ඔවුහු නිදහස් මන්දිරය නැරඹුහ.,correct
ගුරුතුමිය සැම‍ට මතක් කර දුන්නාය.,correct
පුවරුව කියැවූ සමහරු අසුන්වලින් නැගිටිමින් කීහ.,correct
පළමුවන කණ්ඩායමේ නායකයා හයියෙන් කිවේය.,correct
ශිෂ්‍යයෝ ද ශිෂ්‍යාවෝ ද පේළි ගැසී සිටියහ.,correct
අනෙක් අයත් අදහස අනුමත කළහ.,correct
ගුරුතුමා උස හඬින් ඒ ගැන කීවේය.,correct
ශිෂ්‍යයෝ ද ශිෂ්‍යවෝ ද ශාලාවේ රැස් වූහ.,correct
ගුරුතුමියෝ ද පසෙක හිඳ ගත්හ.,correct
රජතුමා චෛත්‍ය ප්‍රතිසංස්කරණය කිරීමට පටන් ගත්තේය.,correct
රජ වාසලේ හැමෝම ඔහුට එසේ කීහ.,correct
සංචාරය කිරීමට ඔහු පුරුදු වී සිටියේය.,correct
ඔහු සංචාර කිරීමට පුරුදු වී සිටියේය.,correct
ඔහුට පහත් බිමක් දකින්නට ලැබුණේය.,correct
ඔහුට වැවක් සදා ගතහැකි බව පෙනුණේය.,correct
වැඩෙහි යෙදීමට මොහු කල්පනා කළේය.,correct
ඔහු පස් විශාල ප්‍රමාණයක් කූඩයෙන් ගෙනෙන්නේය.,correct
ඔහු කදු අතර වැව් කන්ද ගොඩනැගුවේය.,correct
ඔහු සොරොව්ව සෑදීමට අදහස් කළේය.,correct
ඔහුගේ භාර්යාවද යෝධ කාන්තාවක් වුවාය.,correct
ඈ ස්වාමි පුරුෂයාට ආහාර ගෙන ගියාය.,correct
ඔහු එම කාර්යය භාර්යාවට පැවරුවේය.,correct
දහස් ගණන් භික්ෂුන් වහන්සේලා වැඩම කළහ.,correct
විශාල ජන සංඛ්‍යාවක් ද සහභාගී වූහ.,correct
මම තනිව ම වැව් පොඩ්ඩක් බැන්දෙමි.,correct
රජතුමා සෙනඟ පිරිවරා වැව බලන්නට ගියේය.,correct
පිරිස වැව දැක පුදුම වූහ.,correct
රජතුමා සතුටට පත්ව ඔවුන්ට ප්‍රශංසා කළේය.,correct
රජතුමා ප්‍රයෝජන ගැන විස්තර කළේය.,correct
දේවිය භාර්යාවට මාලය දී උපහාර දැක්වූවාය.,correct
රජතුමා පලදනාවක් දී යෝධයාට උපහාර දැක්වුවේය.,correct
රජතුමා ඔහුට නම්බු නාමයක් පිරිනැමුවේය.,correct
මම අද කාර්යාලයට ඉතා ඉක්මනින් ගියෙමි.,correct
ඇය පාසල් ගුරුවරියක් ලෙස සේවය කරයි.,correct
අපි හෙට උදේ ගමනක් යාමට සැලසුම් කරමු.,correct
ඔහු සෑම දිනකම පොත් කියවීමට කැමතියි.,correct
මේ ගමේ ජනතාව එකමුතුව ජීවත් වෙති.,correct
කුඩා දරුවෝ සෙල්ලම් කිරීමට කැමති වෙති.,correct
මගේ මිතුරා ඉතා කරුණාවන්ත පුද්ගලයෙකි.,correct
ඇය රසවත් ආහාර සකස් කරයි.,correct
ඔවුහු එකට වැඩ කිරීමෙන් සාර්ථක වෙති.,correct
අද කාලගුණය ඉතා හොඳයි කියා හැඟේයි.,correct
අපේ රටට සංස්කෘතික වටිනාකමක් ඇත.,correct
ඔහු නිතරම සත්‍යය කථා කරයි.,correct
ඇය සංගීතයට දැඩි ආසාවක් දක්වයි.,correct
දරුවන්ගේ අධ්‍යාපනය ඉතා වැදගත්ය.,correct
මම මේ පොත ඉතා කැමැත්තෙන් කියවමි.,correct
ඔවුහු නගරයට බස් රථයෙන් ගමන් කළහ.,correct
ඇය අද වැඩට ප්‍රමාදව පැමිණියාය.,correct
අපි එකිනෙකාට ගෞරවයෙන් කටයුතු කරමු.,correct
ඔහු නව තාක්ෂණය ගැන ඉගෙන ගනීයි.,correct
මේ ගොඩනැගිල්ල ඉතා උසයි සහ විශාලය.,correct
මගේ අම්මා රෑට කෑම පිසිනවාය.,correct
ඔහු උදෑසන ව්‍යායාම කිරීමට පුරුදුව සිටියේය.,correct
ඇය මිතුරියන් සමඟ කතාබස් කරයි.,correct
අපි සතියකට වරක් හමුවෙමු.,correct
ඔවුහු සාර්ථක ව්‍යාපාරයක් ආරම්භ කළහ.,correct
දරුවෝ පාසලට යාමට සූදානම් වෙති.,correct
මම නව කුසලතා ඉගෙන ගැනීමට කැමැත්තෙමි.,correct
ඔහු තම වගකීම් නිසි ලෙස ඉටු කරයි.,correct
ඇය ගෙවත්තේ මල් පැල වවයි.,correct
අපි අද සවස චිත්‍රපටයක් බලමු.,correct
මේ ගැටළුවට හොඳ විසඳුමක් ඇත.,correct
ඔහු සෑම කාර්යයක්ම කාලයට කරයි.,correct
ඇය සිසුන්ට හොඳ උපදේශන ලබා දෙයි.,correct
අපේ කණ්ඩායම තරඟය ජයග්‍රහණය කළේය.,correct
දරුවන්ගේ සිනාව ගෙය සතුටු කරයි.,correct
මම අද වැඩ ඉක්මනින් නිම කළෙමි.,correct
ඔහු පරිසරය ආරක්ෂා කිරීමට කැමතියි.,correct
ඇය නව අදහස් ඉදිරිපත් කරයි.,correct
අපි එකට වැඩ කර ඉලක්ක සපුරමු.,correct
මේ මාර්ගය ගමන් කිරීමට ආරක්ෂිතයි.,correct
මගේ සහෝදරයා විශ්වවිද්‍යාලයේ ඉගෙන ගනීයි.,correct
ඔහු කාර්ය සාධනයෙන් ඉහළින් සිටීයි.,correct
ඇය සෑම දිනකම පාඩම් කරයි.,correct
අපි ගමේ උත්සවයට සහභාගී වෙමු.,correct
ඔවුන් ගැටළු සාමකාමීව විසඳති.,correct
දරුවන්ට ආදරයෙන් හැසිරිය යුතුය.,correct
මම නව භාෂාවක් ඉගෙන ගන්නෙමි.,correct
ඔහු තම කාර්යයට කැපව සිටීයි.,correct
ඇය සමාජ සේවයට සම්බන්ධ වුවාය.,correct
අපේ පවුල එකට කෑම කයි.,correct
මේ පොත දැනුම වැඩි කරයි.,correct
ඔහු නව මිතුරන් හඳුනා ගත්තේය.,correct
ඇය වැඩසටහන සාර්ථකව සංවිධානය කළාය.,correct
අපි ගමන අතරතුර විවේක ගත්තෙමු.,correct
දරුවන්ට හොඳ ආචාරශීලීත්වය ඇත.,correct
මම අද නව වැඩක් ආරම්භ කළෙමි.,correct
ඔහු ගැටළු විසඳීමට දක්ෂයෙක් වුයේය.,correct
ඇය කාලය නිසි ලෙස භාවිතා කරයි.,correct
අපි අනාගතය ගැන සැලසුම් කරමු.,correct
මේ නිවස ජීවත් වීමට සුදුසුය.,correct
මගේ මිතුරිය ඉතා විශ්වාසවන්ත වුවාය.,correct
ඔහු තම ඉලක්ක කරා ගමන් කරයි.,correct
ඇය සිනාසෙමින් සියල්ලට මුහුණ දෙයි.,correct
අපි එකිනෙකාට සහයෝගයෙන් උදව් කරමු.,correct
දරුවන්ට ආරක්ෂිත පරිසරයක් අවශ්‍ය වේ.,correct
