Sentences,class
රෑට ගියා ඊයේ.,incorrect
ඉක්මනට යමු දැන්.,incorrect
හම්බවෙමු හවසට හෙට.,incorrect
ටිකකින් එන්න තව.,incorrect
පොඩි වැඩක් තියෙනවා අද.,incorrect
කලින් ආවා සතියකට.,incorrect
එතන ඉන්නවා හැමදාම.,incorrect
පටන් ගමු අපි දැන්ම.,incorrect
වෙන්න එපා පරක්කු.,incorrect
හරිම සතුටුයි මට.,incorrect
කැමති නෑ මම.,incorrect
තරහ ගිහින් එයාට.,incorrect
හරි වැදගත් මේක.,incorrect
හොඳ අදහසක් මේක.,incorrect
ඇත්ත කියන්න මට.,incorrect
ප්‍රශ්නයක් නෙවෙයි ඒක මට.,incorrect
හිතමු ආයෙත් අපි.,incorrect
හරිම දක්ෂයි ඔයා.,incorrect
ගොඩක් මහන්සි මම.,incorrect
හැරිලා යන්න වමට.,incorrect
හැරිලා බලන්න දකුණට.,incorrect
ඇතුළට දාන්න මේක.,incorrect
ඉක්මනට යන්න එතනට.,incorrect
බලන්න ඔයා ගිහින්.,incorrect
නතර වෙමු අපි එතන.,incorrect
බලන්න උඩ තියෙනවා.,incorrect
අරන් දෙන්න බිමින්.,incorrect
යන්නෙ කොහෙද දැන්?,incorrect
තියෙනවා ගේ ළඟ.,incorrect
කියන්නෙ මොනවද ඔයා?,incorrect
සැරයක් කියන්න ආයෙත්.,incorrect
"බාරගන්නවා මම, හරි.",incorrect
ඉන්න ඔයා හොඳින්.,incorrect
"අමතක වුණා මට, සමාවෙන්න.",incorrect
එපා බය වෙන්න.,incorrect
වෙලාවක එන්න පස්සෙ.,incorrect
එන්නම් මම ඉක්මනට.,incorrect
ඉන්න ඔයා නිහඬව.,incorrect
කරමු අපි කතා.,incorrect
මේකෙ කීයද මිල?,incorrect
අඩු කරන්න ගාණ.,incorrect
මට ඇති මේක.,incorrect
ටිකක් දෙන්න තව.,incorrect
ගන්නවා මම මේක.,incorrect
දැනටමත් දුන්නා සල්ලි.,incorrect
පෙන්වන්න වෙන එකක්.,incorrect
දෙන්න බිල බලලා.,incorrect
ඕනෙද සල්ලි කීයක්?,incorrect
බලන්න මේක නිකම්.,incorrect
වාසනාවන්තයි ඔයා හරිම.,incorrect
පටන් ගමු අපි දැන්.,incorrect
දුරයි ඒක ගොඩක්.,incorrect
අමතකයි මට ඒක.,incorrect
හිතන්න මේක ගැන.,incorrect
දන්නෙ නෑ කවුරුත්.,incorrect
කියනවා බොරු එයා.,incorrect
එකක් යමු අපි ට්‍රිප්.,incorrect
තියෙනවා ලියලා පොතේ.,incorrect
කරන්න එපා සද්ද.,incorrect
